id,text,polarization
hin_e4632bd0be786abe9d3f99c971f37e44,आप पूर्णतः गलत है अफगान में कौन सा हिंदुत्व है जरा बताये,1
hin_e6011218d7b864b9a2ab3d2d2c9f28a8,"कटु सत्य, हिंदुत्व के नाम पर हम सब अंधेरा ढो रहे हैं।",1
hin_09b5ac070d066b7f52e1cc64fc9c1ddb,कुछ नही होने वाला ... दोनो की मानसिकता हिंदू और हिंदुत्व विरोधी है,1
hin_9ee324bb83d7b4fc920732efea10bae3,इन जिहादियों की क्या औकात है हमारे हिंदुत्व को रोकने की,1
hin_2264469b0c83aa2e780584dc96df6f63,हिंदुत्व और देश को तहस नहस करने के लिए लिया था,1
hin_892763df287382a905a5d07e08e853f5,हम तो वैसे भी आप के फैन हैं हिंदुत्व को लेके,0
hin_0ec6835ddb4ea0d9462b4b579fcfa036,"नरेंद्र मोदी ""सबका साथ, सबका विकास"", लेकिन विकास सिर्फ हिंदुत्व का",1
hin_a63be5b1cf24604be154820d56e1b839,"गलत के लिए लिखना पड़ता हैं , हिंदुत्व के लिए लिखना पड़ता हैं मित्र 😐",0
hin_03db0f3e8a559379b66260a385cf21a8,सभी मानते हैं कि हिंदुत्व के साथ बाला साहेब ठाकरे थे पर अब,1
hin_f3a4b9db202b4d27b61334f767e2d11d,#हिंदू_हिंदुत्व_हिंदु_उत्थान #हिंदू_ईकोसिस्टम_चम्बल_इकाई एक ही उद्घोष एक ही लक्ष्य समर्थ हिंदू समग्र हिंदुत्व,0
hin_dc5e8d9e9d39beb15481f3b620916b7d,"#हिंदुत्व के बढ़ते कारवां से #हरे_टिड्डे, #लाल_टिड्डे और #नीली_घगरी वाले बहुत परेशान हैं। #KhalistanPlotAgainstModi",1
hin_a6491c0ae6c3b9c77b345f9db6129680,हिंदुत्व विचारधारा बढ़ाने वाले मेरे सभी प्रिय बंधुओं को प्रातः कालीन जय श्रीराम,0
hin_a88ff6e0508b5f70c953f169df96f1f8,हिंदुत्व के कारण ही आप भी जिन्दा है यह अहसास है या नहीं.,1
hin_92ee0fe58498d2fd350254a40d66c1c0,"हिन्दू जब हिंदुत्व पर डट गया , बहुतों का सेक्युलरिज्म का चोला फट गया..!! #भगवामय_यूपी",1
hin_44c6478a4b0bf28a9dad9bf3e99f1558,"मरते हिंदुत्व के लिए, ये नज़ारा किसी संजीवनी बूटी से कम नहीं l",1
hin_d27447e7b26f3128af3c20202fb3b856,मुझे यह बता दो हिंदुत्व कौन-कौन से तत्व को मिलाकर बनता है ❓😂😂😂 #hindutva_against_kshatriya,1
hin_ddd0de5caf909c3df71186383aa53352,"#ModiMakingIndiaStrong देश के हर एक नागरिक में हिंदुत्व जिंदा है , ओर रहेगा ।। जय श्री राम 🙏🦁",1
hin_98d076a6622eace115e35339e95354f1,"""हिंदुत्व का सबसे बड़ा चेहरा हैं योगी आदित्यनाथ।"" : शाइस्ता परवीन , अतीक अहमद की पत्नी",0
hin_dee053092e3f584fa392ef5931eacced,"भाजपाई बात करेंगे ""सिर्फ हिंदुत्व"" की! हम बात करेंगे ""मानवता और विश्व बंधुत्व"" की #सामाजिक_परिवर्तन_मोर्चा",1
hin_f762f439576e610c70a3e983b054e9ee,क्या तुम हिन्दू और हिंदुत्व की तरह इस्लाम की भी परिभाषा बता सकते है ?,0
hin_1b6be816b2a29861f99f598faa07ce10,टोपियां कभी भी उड़ सकती हैं... इसलिए माथे पर चंदन लगाएं...!!🚩 जय सनातन...🧡 जय हिंदुत्व...🧡,1
hin_77cf796cbd5de6ccfbb793747fd52fc1,उस हिसाब से तो जितने भी हिंदुत्व के ठेकेदार हैं सब तुम्हारे बाप होंगे😂🤣,1
hin_a49dee6ecadc57f17a375daf17b247d3,हिंदुत्व का साथ देते देते आप कब जिहादी बन गए पता ही नही चला,1
hin_98f404bf671d367c66588abe8d235dc0,भाजपा ही हैं जो हिंदुत्व की रक्षा कर रही हैं हर हर मोदी जी 🙏,1
hin_9fcc046350d64789aed2787dc04b151f,"ये हिंदुत्व की सुरक्षा करेंगे संघी, इसको खुद सूरक्षा का जरूरत पर रहा है।।",1
hin_b316c00c9c750e859dc8122dbbd64224,अरे भाई जरा देश के साथ और अपने हिंदुत्व के साथ खड़े होकर रहो,1
hin_fcf631289dbb08e0ef9386d3e8b227d7,तुम बस हिंदुत्व बुलंद करते रहो.... वो तुम्हारा पतन करते रहेंगे। कब समझेगा मेरा समाज ☹️🙏,1
hin_78290a5f05b7d97d4e65a95ed0b748b6,हिंदुत्व के खिलाफ संघर्ष में जीत हमारी ही होगी। पॉपुलर फ्रंट के साथ आएं। #PopularFrontDay,1
hin_88916687aec2629329e4699eaaceded9,सनातन एवं हिंदुत्व विरोधी को कांग्रेस ने अपना अध्यक्ष चुनकर सनातनियों को चुनौती दी है।।,1
hin_f406825704c81d7a6f79e98b4fe3449a,"यह हिंदू की निशानी जरूर है, हिंदुत्व की निशानी कहां है मेरे दोस्त ?",0
hin_9fe5d942806c6b3fb3782debd268d21b,जय हिंद जय हिंदुत्व।लोकतंत्र की खूबसूरती.औऱ आप जैसे बुद्धजीवियों के लिए संजीबनी।,0
hin_6be438a87479eac82c169edce19f4d3f,जितनी जल्दी हिंदुत्व ओर राष्ट्रवाद समझ लोगे ओर अपना लोगे उतना अच्छा रहेगा......,0
hin_3eccca5416526507745c5b0932607585,"महाराज जी लेखपाल की वेकेंसिया निकलवा दीजिए , जय श्री राम, बीजेपी जिंदाबाद हिंदुत्व जिंदाबाद",0
hin_19d5adec0be01a665280193be11e8fde,इनके अरमान तो हिंदुत्व जिंदा रखने का था अब केसे आखें खुली इतनी जल्दी,1
hin_3d27f2dfec519138e73d4fa2f4e8e596,राहुल गांधी को समझाओ। बड़ा हिंदुत्व और हिन्दुत्वदी कर रहा हैं इटली मे बैठा,1
hin_099bbfc5b4d5e9045ec7c397e644e53f,"वो दलित और ब्राह्मण करते रहेंगे तुम बस हिंदुत्व पर अड़े रहना, जय श्री राम |🙏🏻",1
hin_e5711dfd921f89814444dd458a6689d3,"जी सर, भाजपा के पास हिंदुत्व के बाद बुल्डोजर का खौफ़ दूसरा हथियार है।",1
hin_5d6a3bc481e585a0d0f39d00ad50ca35,ओरंग जेब एक आतंक वादी होने के साथ साथ हिंदुत्व का बहुत बड़ा दुश्मन।,1
hin_0156e6c7be52eea5941e8042c6889f6c,अपनी जिंदगी में हिंदुत्व के लिए किया हुआ कोई काम बताने की कृपा करें??,1
hin_639f718aae6ee41d2d2725bdae4b3649,"हिंदुत्व पर ज्ञान फिर देंगे, नानी घर से नए साल के जश्न को मनाने के बाद…",1
hin_22e230b8ed2d9fca7d78478bb2ff6f8e,एक सुसु पोटी बेरोज़गार यु ट्यूबर दूसरा सांप छछूंदर और हिंदुत्व से घृणा करने वाला,1
hin_813d3379ec8acd65d03eac2ca8493c15,राजनैतिक हिन्दू दूर रहे लेकिन जिनके अंदर शुद्ध हिंदुत्व जिंदा है वो चुप न रहे ? #SaveKashmiriHindus,1
hin_f43c7df56678b3ef8c66b0c4a689ad51,हम तैयार हैं बहिष्कार के लिए जो हिंदुत्व का साथ ना दे उसका बहिष्कार करो,1
hin_78e068cfd0e5a73c9a11718e94f8a4b8,"अगर मै गलत नहीं हूँ तो हिंसा, दंगे और उन्माद फैलाना शायद यही असली हिंदुत्व है?",1
hin_6bc0466347ad3768e45c86e514aa8b7b,तुम लड़ो जातिवाद के घनघोर अंधेरों में मैं हिंदुत्व एकता की मिसाल लिए खड़ा हूं ll,1
hin_41390f647c37091036cf102212f26964,ना #हिंदुत्व जीता है। आशा है हम हिन्दू लोग जल्दी ही खतरे से बाहर आएंगे ।,1
hin_c6302f65673babf1225a6d615a2ec7e5,तुम्हारी बातें हिंदुत्व को प्रदर्शित नही करती। Combo buy one get one free हो क्या।,1
hin_58de1d8c9ee8f7716a7e6c80cb97c29b,"जो राम को लाए हैं.... #DeshNahinJhukneDenge अयोध्या से चुनाव, हिंदुत्व पर दांव ? #DeshNahinJhukneDenge 7.57 PM",1
hin_18e843f8aaf12f8d2504ff85a1c81d51,हिंदुत्व को गाली देने वाले खुले घूम रहे हैं तो कालीचरण महाराज को सज़ा क्यों❓ #ReleaseKalicharanMaharaj,1
hin_22d4ffc320d140dd8532d49938cd697f,आपको भाजपा ज्वाइन कर लेना चाहिए क्योंकि भाजपा कोई पार्टी नहीं हिंदुत्व की शाखा है,1
hin_cdb7a3f80669de825a6d601fafbbb38c,सही कहा आप ने हाईब्रिड बीज क्या जाने हिंदुत्व और रास्ट्रवाद ! और बाते बड़ी बड़ी 😆,1
hin_916eb1452761d7d93337f3df612acdca,हिंदुत्व में तो अनेक जातियाँ एक छत के नीचे आकर काम करती हैं।,0
hin_4f67f6ac7f1aa323aee4424f78931a46,"अगर हुआ मेरे धर्म पर घात, तो मैं प्रतिघात करूंगा, हिंदू हूं हिंदुत्व की बात करूंगा..🚩",1
hin_fd115b69517a48f47e13fbc50c4918e3,वोट डालने से पहले याद रखना आपका वोट हिंदुत्व और राष्ट्रीयता के लिए भी हो #यूपी_मांगे_भाजपा,0
hin_a73d15d0d1f78d34d9d92b66d350957f,इस बार Gujarat की जनता किस लिए Vote करेगी? भाजपा मोदी हिंदुत्व All the above 🙏🙏🙏🙏🙏🙏🙏,0
hin_d4c35bd45bb26b5ecaf9bac112065a6b,कोई जाति नहीं सिर्फ़ “हिंदुत्व” है। ये जाति वाली डफली न्यूज़रूम और स्पेस में ही रखें ।,1
hin_ff6fffb9197e91e98fbc1209fb6ed2ca,सावन खत्म होते ही लाइन लगा देंगे ये तो नहीं है हिंदुत्व हर हर महादेव 🙏🏻🚩😊,1
hin_9e30154b4e993b1af0bab71e657707f4,"हिंदुत्व राजनीति लोकतांत्रिक व्यवस्थाओं को टुकड़े-टुकड़े करने में माहिर है, न कि उन्हें संवारने में। #SaveTheRepublic",1
hin_72e53ece33dac7586ef8caf8194f7ec7,"हिंदुत्व का बुलंद आवाज,उत्तरप्रदेश के मुख्यमंत्री श्री योगी आदित्यनाथ जी को जन्मदिवस की मनःपूर्वक शुभकामनाए !",0
hin_aafa11c71b7d2d879cd18e2b7f68b82d,सनातनी जन्म से शेर होते हैं बेर नहीं हल्के में जो लेगा उसकी खै' र नहीं🔥 #हिंदुत्व🙏🚩💪,1
hin_e1b7d2a10e4df7a0e4f2e1b7af031999,‘समर्थन’ मेरा करो न करो कोई फर्क नहीं पड़ता..😎 परंतु ‘हिंदुत्व’ का जरूर करना...🙏 🚩जय श्री राम🚩 💪🙏🏻🙏🏻💪,0
hin_2a5dbb88a3136d3fd390b789620af888,जब बात हिंदुत्व की हो तो हर सनातनी को साथ आना चाहिए साथ हो ना सभी ❓ #BoycottDrishtiIas,1
hin_4b9850cd4a333f53c33c0f2fb7591497,यह हिंदुत्व की सदी है सर आने वाले 10 सालों में सब समस्याओं का समाधान होगा,1
hin_97b8e7c00e7b5819e25203b0d320168e,एक हिंदूवादी जो हिंदुत्व से परहेज़ करता हैं उसको दो दो गुरू ज्ञान देते हुए।,1
hin_ac69838cc83058d7de77841646d82a4f,ये है बदलते भारत की शक्ति।। ये है हिंदुत्व की शक्ति।। जय हिंद जय श्री राम,0
hin_e55ddf40773a35e48f316193f969b4de,"हम बालासाहेब के सैनिक, औरंगजेब के नहीं, हिंदुत्व का और अपमान नहीं सहन कर सकते || एकनाथ शिंदे",1
hin_f508be97951b0f440c1ab8144086e2d3,मेरे लिए हर वो लोग पूज्यनीय है...!!! :: :: जो सोशल मीडिया पर हिंदुत्व को बढ़ावा दे रहे हैं...!!!!,0
hin_4c7446f947caa8a2adad0e198fdffc68,? यही है आपका हिंदुत्व? बाला साहेब तो स्वर्ग में भी बैठकर रो रहे होंगे/ #muhammadUddhav,1
hin_e971a6e6f364cb1ab21ba98db506bcb2,धुआँ जो हिंदुत्व का घरों से उठ रहा है; न पूरे देश पर छाए तो कहना ! #जनसेवक_योगीजी,1
hin_b76150b1c8a74593aca781cc41f45aa1,बहुत ही अद्भुत है हमारे हिंदुत्व की सनातन धर्म की गौरव को ऊंचा करने वाला है।,0
hin_859239acbdb8fcc2e8dd74363f3754a2,"इसी को हिंदुत्व कहते है, जो हिंदूअपने धर्म के लिए आवाज उठाएगा हम साथ है उसके 🙏🙏🙏🚩🚩🚩",0
hin_6864f05d19881fb3fb3439f85066fc13,कांग्रेस ने हिंदु-मुस्लिम बांटा अब हिंदुओ को हिंदुत्व के नाम पर बांट रही है । चम्मचो जागो 😎😎😎,1
hin_baace7e4015dee5d5bc976dd9ef8f04e,हिंदुओं को हिंदुत्व की परिभाषा समझनी होगी नहीं तो गहलोत सरकार इसी तरह अराजकता फैलाती रहेगी। #AntiHinduGehlot,1
hin_a9ecea571b00e7cfca9a59b5f0d81aa9,हिंदुत्व की लड़ाई इसलिए सबसे मुश्किल है क्योंकि इसमें सबसे पहले हिन्दू से ही लड़ना पड़ता है,1
hin_b0d22be70b3ff5282440dfa8484b8fb8,हिंदुत्व की लड़ाई लड़ना आसान नहीं है।क्योंकि इसमें सबसे पहले हिंदू से ही लड़ना पड़ता है।,1
hin_e5f580759b96bd04920f99f319b0c2fa,"वाह! इसे कहते हैं सनातनी ब्राह्मण जो टूटते हिंदुत्व को #फेविकोल लगा रहे हैं ,",1
hin_c41d00b2268bb2607578c0fa3367060e,हिंदुत्व इस्लाम ये सब सिर्फ कुछ लोगो का राज रहे इसलिये इसको बढ़ाया जा रहा है,1
hin_de889e9064bfca3eecf25a9bbfa3156c,"हिंदुत्व से उपजी सभी विचार धाराएं महान है चाहे बौद्ध,जैन या फिर सिख कोई भी हो । #जय_श्री_राम",1
hin_363680d8aea3d20d71dbb59766ee8076,कांग्रेस सत्ता में आई तो हिंदुत्व खतरे में पड़ जायेगा... और अगर कांग्रेसी भाजपा में आये तो...??🤔,1
hin_f990958a953ecc1551ffbfca012ec80c,देश मजबूत हो रहा है हिंदुत्व मजबूत हो रहा है सिलेंडर चाहे कितना भी महंगा हो 😂,0
hin_4b8dc9b05ba7af0f6c9ab23a7be8f433,🔱हिंदुत्व अब युवाओ💪 मे प्रवेश कर चुका है जिसे रोकना असंभव ही नही. नामुमकिन है. 🚩जय🔥 श्री राम 🚩🔱,1
hin_e9e20e376b8b369d4e31f6b04a0f80e6,सुतियो हिंदुत्व अगर सचमुच ख़तरे में होता तो शाह का लौंडा BCCI में नहीं बजरंग दल में होता...💁,1
