id,text,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation
amh_d73c4df3d1ec981e26780fb4c16b5d62,ጠላት አለቀ አበቃ ብሎ ግን እግዚአብሔር ወደ 2016 ያሻገራቹ እንኳን አደረሳችሁ,0,0,0,0,0,0
amh_b6aa536ee8bb9caefd59f0809e445a52,እየተዋጋ ያለው መንግስትና ሌባ ነው - ሌተናል ጀነራል ባጫ ደበሌ (ክፍል 2),1,1,0,0,0,0
amh_bd58814e80c0a9535cc65b8ad2052c3a,ከ TPLF ሰይጣን ይሻላል ብለው ቄሶቹ ሰበኩ እግዜርም ሰማቸው:ሰይጣኑን ሰጣቸው!,1,1,1,1,0,0
amh_8eee4a37cdbea223cd578dac00747e40,አብይ አህመድ እስክንድርን ለመግደል የላከው ገዳይ ቡድን - መ/ር ዘመድኩን በቀለ,1,1,0,0,1,1
amh_957252e6665ce9740f07ca97b4dfc14b,ምን አለ ምን አለ ጎንደር ምን ጎጃም ምን አለ ወሎ ምን አለ ምን አማራ ምን አለ,0,0,0,0,0,0
amh_9cb927fbd844f1a534f6384f995315c8,እንደ አይን ብሌናችን የምሳሳሎ መሪያችን ክፉ አያግኞት ደስታዎትን እንጂ አያሳየን,0,0,0,0,0,0
amh_0822e81544187b6325a5be5be4fffc9c,#INBOX በስዊድን ሊበጠብጡ የነበሩ የሕወሐት ጁንታ ደጋፊዎች በፖሊስ ታስረዋል።,0,1,0,0,1,0
amh_41a4bdba643d8732858bdfb9e4159ddb,ሞረሽ ሲል ወልቃይት ይሰማል ራያ ! ዱሮስ ወዲህ እንጂ ባንዳ እኮ ነው ወዲያ ::,1,1,0,0,0,0
amh_1ff0902936b091a65a24ad3b21163287,አሸባሪው ኦነግ ሸኔ ቄለም ወረዳ ነዋሪዎች ላይ ጥቃት እያደረሰ ነው። ነዋሪዎች,1,1,0,0,0,0
amh_4fc8a900634c9c83d291fb66e24b0148,ወቅታዊ ጉዳዮች ፤ ከታጋይ ጌታቸው ረዳ ጋር Digital Weyane ዲጂታል ወያነ,0,0,0,0,0,0
amh_e1a25468afac62ede87fcca5a71c7d82,ነፍሱን ገብሮ ኢትዮጵያን ያቆማት አማራ አሁን ምን ነካው - መ/ር ዘመድኩን በቀለ,1,0,0,0,0,0
amh_8cdcbae0d0bf662fc2c71e578770c23e,## መሪን መጠበቅ ግዴታ ነው!! ዘሜን መጠበቅ ማለት ትግልን መጠበቅ ማለት ነው።,0,0,0,0,0,0
amh_892d2e2a34577c258634c0eba2f9c783,ፋኖ እያለ እንግዲህ ምን ጭንቅ! ፈጥኖ ደራሹ የፋኖ አለቃ መሳፍንት መመኪያዬ!!!,0,0,0,0,0,0
amh_7aed737273e52e82a0d154e634314912,ወያኔ የማትጠቅመንን ጦጵያ እንኮን ሊያፈርስ ቀርቶ እንዲህ ነበር ሲገነባ የነበረው,0,0,0,0,0,0
amh_8e310be643143e91cf066a53db974723,እንዳትጠይቁኝ'' ጠቅላይሚኒስትሩ፤ ድሮን ያዋለደው ምስቅልቅል ሕይወት በኢትዮጵያ,1,0,0,1,0,0
amh_4289205e7dd35103a9edfac472c9e102,#ሻለቃ ፋኖ አሰቻለው ደሴ በሰሙ አደባባይ ተሰየመለት። ጀግኖቻችንን እናሰታውሰ!!,0,0,0,0,0,0
amh_d8fe169cd17fcfaa62c0330950dd5774,#ፋኖነት ባለታሪኩ ጀግና ፋኖ ምሬ ወዳጆ ታሪኩን እያነበበ! ለተጨማሪ መረጃ : -,0,0,0,0,0,0
amh_72080de00f65c8a169642b25154c7939,ለጃልማሮ ፋኖ ሳይሆን ዲጄ ሊ በቂ ነች !!! ፋኖ የሚላከው ለወንድ ብቻ ነው ::,1,1,0,0,1,1
amh_d1808d51bb0e29dcd304e1147f9a9a8a,መቀሌ . በላይነሽ አመዴ የመሳሪያ መከፋፈያ መጋዘን ላይ የተሳካ ጥቃት አድርሳለች,0,0,0,1,0,0
amh_ad305bd161241ba6e5519fc3944f744a,ከሶስቱ ብሄሮች ዉጭ ሲሄዱ የሚያሳዩት ደስታ አማራ ኦሮሚያ ትግራይ መሳቅ ህልምነው,0,0,0,0,0,0
amh_e11f1cbcccd92d7a543f10b40c30e028,ሳምሪና ፋኖ እየሸከሸኩት ነው ደስ ይላሉ ከጨቀየው ፖተቲካ የፀዱ ጥንዶች ይመቻቸው,1,1,0,0,0,0
amh_f0e28980b7585e542a01b7b7972d2f31,የኤርፖርቱ የ4 ቀናት ተጋድሎ የሲኖዶሱ አባላት ሴራ ቆይታ ከአባ ሠረቀብርሃን ጋር,1,1,0,1,0,0
amh_3af58c77629e36fc9bfb11517fe077cf,ፋኖ ለመንግስት ለምን ስጋት እንደሆነ እኛ አይገባንም - የሸዋ ፋኖ በራሳ ግንባር,0,1,0,1,0,0
amh_775733ce3dbf4c8fa42ca4f15d87019b,ያልጠበቅነው ጉድ || የ12 አመቱን ትዳር ከመፋታት አዳነው ሚስቱንም ይቅር አላት,0,0,0,0,0,0
amh_452ddccd0c2bb3f4a60bbdcf72b6cb61,በፋኖ ከተማረኩ የኦህዴድ/ኦነግ ሰራዊት አባላት መካከል የተናገሩት #ተጨማሪ መረጃ,0,1,0,0,0,0
amh_5538456d561168422143b0c3047d9fd1,ኢትዮጵያ እነ ደጺ የመሳሰሉ ባንዳ ቢወለዱባትም አብይን የመሰለ ጀግና መገኛም ነች,1,1,0,1,0,0
amh_3902c68b656a8c3033ace278f640b9ef,የወገን ጦር ደብረ ዘቢጥ በመቆጣጠር የሽብርተኛው ትህነግ ርዝራዠ እየለቀመ ነው፡፡,0,1,0,1,0,1
amh_b82de5d74f169de0ad53c17bc0673acc,ዮኒ ማኛ ጁንታ እንኳን ለኔ ለትግራይም ህዝብ አይጠቅምም እያለ ነው ልክ ነው ማኛው,1,1,0,1,0,1
amh_a8a0fd5e8334102d295cdd8d71f3661d,ኢትዮጵያ ዛሬ ከተበተነው ዱቄት የተሰራ ዳቦ ለኢሳያስ እና ኣብይ በመጋገር ላይ ናት,1,0,1,0,0,0
amh_94fffd15021129e9c7960b7cc7aef43e,የጦር ኃይሎች ጠቅላይ ኢታማዦር ሹም ፊልድ ማርሻል ብርሃኑ ጁላ ስለ ሸኔ ከተናገሩት,0,0,0,0,0,0
amh_bc795df6fecbf2c29fdba9ae0bc59ed2,ጁንታው TPLF እና ኦነግ ሸኔ ዛሬ በኦሮሚያ በህዝብ ስርዓተ ቀብራቸው ተፈፅሟል ።,1,1,0,0,0,1
amh_b12d40e9ccd3a705c043bf761496fd13,ከእስር የተፈቱ ፋኖዎች በባህርዳር! ሌላ ሰበር ዜና በቴሌግራም ቻናላችን ይኖረናል!,0,0,0,0,0,0
amh_8b46ff6679cda7fed84e862496492261,ጥያቄ ለወንዶች ለምንድነው እህታችሁን ያፈቀረ እና ያገባ ወንድ እንደ ጠላት ምታዩት,0,0,0,0,0,0
amh_bd03e8f8f8b00e1b6abb208a7d76bc41,መንግስት ኦነግ ሸኔን በጉያው አስቀምጦ በእነ እስክንድር ላይ የበረታው ለምንድነው?,0,1,0,0,1,0
amh_5418db95fb1c82b91e47cb14484460a0,የሀላባ ሴራ መንገሳ በዓል አከባበር በUAE ዱባይ በደማቅ ሁኔታ እየተከበረ ይገኛል,0,0,0,0,0,0
amh_eca8b8b6a474b47bfd45c62e513551f5,አማራ ተነስ ለፋሲካ ብቻ ሳይሆን ለዳግም ተንሳኤም እንዲበቃህ አርገህ ደግስ !!!!,0,0,0,1,0,0
amh_f6b123975324912bad1d9a5f6e6c63b8,በዋሺንግተን ዲሲ አሸባሪ ሕወሓት የከፈተውን ጦርነት የሚያወግዝ ሰላማዊ ሰልፍ በፎቶ,1,1,0,0,0,0
amh_cddffe84027dc103146dab7870a0cf34,የቴዲ አፍሮ አስገራሚ እውነታዎች . ጁንታ / ታሪክ / ክህደት / ጥበብ / እውነታ,1,1,0,1,0,0
amh_0ef96756cf1bb5911d54800d693a1ee1,አማራ እየተገደለ ያለው በአስተሳሰብ እንጂ በአስተዳደር አይደለም - መስከረም አበራ,1,0,0,1,0,1
amh_a24912f6e84d124f111f02d989fb75a6,አባታችንን አግኝተነዋል፤ እሱም አማራ ነው የግጨው እና ጎቤ አማራዎች ምስክርነት,0,0,0,0,0,0
amh_79aa1b910bc56255487382ae3bd47363,መከላከያ ሙሉ ራያ ቆባን ተቆጣጠረ።ቀይ ለባሽ ኮማንዶ ከ200 በላይ ጁንታ ደመሰሰ።,0,1,0,1,1,1
amh_2584d832e53adbabd5763edf8086d39b,ሰበር ዜና: የጁንታው ከፈተኛ አመራር በጥይት ተመታ ዛሬ መቀሌ ተናወጠች ጉድ ተሰማ,1,1,0,0,0,0
amh_e217d04b2360952c05b33fcac5ce70c7,አሸባሪ ቡድኑ በዋልድባ ገዳም ላይ የጥፋት ተግባሩን አሁንም ቀጥሏል። ገዳማውያኑ,0,1,0,0,0,0
amh_a348cd746eaec0765cadd384356beded,አብይ አህመድ ደብረ ኤልያስ ገዳምን ለምን ማጥፋት ፈለገ? - መ/ር ዘመድኩን በቀለ,1,1,0,0,0,0
amh_cd6c9e91e7f7fc55ac61c0836e41ef35,ከጦር ግንባር ዉሎ ጠላት ያልታገለ ኑሮን የገጠመ ብዙ ጀግና አለ!!! ደጁ ከመርካቶ,0,0,0,0,0,0
amh_cbdc440def306f943d7d424056d943b0,ሰበር መረጃ - በዲሽቃ የታገዘ የሱዳን መከላከያ የኢትዮጵያን ድንበር አልፎ ገብቷል,1,1,0,0,0,0
amh_15750de31bc9f322a235d990c1b6c2f8,የከተራ በዓል በደብረ ሮሃ ቅዱስ ላልይበላ በድምቀት እየተከበረ ነው። በባለ ዓለምየ,0,0,0,0,0,0
amh_be4ae8a1ade77ef53b309d7657cfdfb6,አየ ፋኖ ምነው ቆቦን ለማን ትተሀት ሸሸህ TDF ሙሉ በሙሉ ቆቦ ከተማን ተቆጣጥሯል,0,1,0,1,1,0
amh_b6fe247ca4224a9152190d88ac6f5f95,ወልቃይትን ማስመለስና ህውሃትን ማጥፋት አላማ አልነበረም ወይ? - ቴዎድሮስ አስፋው,1,0,0,1,0,1
amh_954ad2d1caf899b1f088d5a01801db98,ህውሃት አማራ ክልል በወረረችው ቦታ ላይ በአየር መደብደቤ ልክ አደልም ስትል ከሰሰች,1,1,0,0,0,0
amh_40bf55e659fd418bd746da7f0bc81814,የዶክተር ደሳለኝ አይነት ቅን ፓለቲከኛ መሪ ኢትዮጵያ ትሻለች ! አማራየ ታድለሻል !,0,0,0,0,0,0
amh_1c5b73c23a552b3d59951cf20b3bfb88,አረ ኡኡኡ ኦሮሞ ነው ይሉኛል አማራ ነውም ይላሉ ትግራዋይ ነውም ተብያለሁ እኔ ግን.,0,0,0,0,0,0
amh_5badc01130ffae0ddddcf0b7b62cf571,ይሄን ጭካኔ በምን ቃል እንዴትስ መግለጽ ይቻላል ሀሳብዋን ግለፁልኝ . ወይ ወያኔ!!,0,1,0,1,0,0
amh_ed6084531078e673014aba521caa93d9,እኔ የፋኖ ደጋፊ አይደለኹም! እኔ የፋኖ አቀንቃኝ አይደለኹም! እኔ ራሴ ፋኖ ነኝ!!,0,0,0,0,0,0
amh_18f86f3142716fed477e2ce33d02c9cd,አብሽሩ የዲን ጠላት ሁሉ በኛ ግዜ እንዲስፈፈ አንፈቅድም:: ዘሩም የተቆረጠ ነው ::,1,0,0,1,0,1
amh_6bd4ddf5b085e311f74d8e22363d5427,አማራ የታረደው ዶ/ር አምባቸውን እና ጄ/ል አሳምነውን ሲያጣ ነው - ሀብታሙ አያሌው,1,0,0,1,0,0
amh_dd4ff47c7279632835d89f5377c9959b,አመላቸዉ ሸጋ ልባቸዉ ተራራ እነ ምሬ መጡ ሊጨስ ነዉ አቧራ #ዝንትአለም_አማራ #ፋኖ,0,0,0,0,0,0
amh_9600e6d6b792e19f82e95baf06fcf325,አንሄድም አንሄድም ልሂድስ ብትል ምን መሄጃ አለህና ነው አንሄድም የምትለው? ዱቄት!,0,0,1,1,0,0
amh_c189edacf4c5c7055c4194e1a12abf16,በኢትዮጵያ ብቸኛው ህገመንግስት የወጣለት ሟች አማራ ብቻ ነው - አቶ ስንታየሁ ቸኮል,1,0,0,1,0,0
amh_0e85b92510bcdd6852657af8c9b6cb36,አጥፍቶ ጠፊው ወያኔ ከመቀበሩ በፊት የመጨረሻዋን ሙከራ እያደረገ ነው - ጎበዜ ሲሳይ,1,1,0,1,0,1
amh_2a97c529aa62cec52dea73989b327752,ከቤተሰቦቿ ጋር እንድትገናኝ ሁላችሁም ቭድዮውን ሼር በማድረግ ተባበሩ አይ ስደት ክፉ,0,0,0,0,0,0
amh_9202b56503a9a0ef58edcf32a0109fd4,ባለ ታክሲው አገናኘን፣ ክፉ ቀን ግን አለያየን - ተወዳጇ ተዋናይት ሮማን በፍቃዱ,0,0,0,0,0,0
amh_379b94bf0328a19a93106b054367842c,ወያኔ የ WFP መኪናን ለምን እደሚጠቀምበት ተመልከቱ:: ያው ድሮን አመድ አድርጎታል,0,1,0,1,0,1
amh_ddad51b9fcf96906f39c198bb44f1df0,እውነተኛ ፍቅር ክፉ ቀንን ያሻግራልና እግዚአብሔር አምላክ ነገን የተሻለ ያድርግላችሁ,0,0,0,0,0,0
amh_3414a346d4d2d45e0941f2e958d2207e,የኦሮሞ ነፃነት ሰራዊት ትግል በተለያዩ የኦሮምያ አካባቢዎች ድል መቀናጀቱ ተነገረ፡፡,1,0,0,1,1,0
amh_d26c9d072444ede1a9373f30fa49ac1c,ሰበር ዜና - አሳዛኝ ዜና ተሰማ ተገደሉ | የጌታቸው መግለጫ ሴራ | ውጊያው ቀጥሏል,1,0,0,1,0,1
amh_d93aebb63ee231b07f9bdf4390a3b3e7,ፈሪ የወርቅ ሜዳሊያ ቢሸለም ኑሮ ብርሃኑ ነጋ ነበር አንደኛ - ጋሸ ታዲዮስ ታንቱ,0,1,0,1,1,0
amh_36802e5ea5756f2d819309e80ae6fe3f,ጁንታው ያመጣውን እያስረከበ እያንጠባጠበ ሩጫ ላይ ነው። የገባው አይወጣም። ቃል ነው,1,1,0,1,0,0
amh_15a01d731d95498aaf178a875bf8d945,#ጀግናው ፋኖ ባህርዳር እየገባ ነው! ሁሉም ተነስቶ አቀባበል ያድርግ #ተጨማሪ መረጃ,0,0,0,0,0,0
amh_f9e79d04465fa9dfe0a8d45eeb2b0644,ወያኔ በምኞት ደሴን ተቆጣጠርኩ ሲል ፋንዲሻ እየረጩ ሊቀበሉ የወጡ ሁሉ ተመዝግበዋል።,0,1,0,1,1,0
amh_0474a3edc7dca614a0230a4d26d9051e,ሰይጣን የሚታሰር ከሆነ፣ በተለይ በሌላው ማህበረሰብ ዘንድ ለምን ወንጀል አይቀንስም?,0,0,0,0,0,0
amh_5ca404b9335385a6b3fb42af960c3fd9,ፋኖ ፋኖ ስትል ከዐዲስ አበባ ነቀምት የሚያደርሰው መንግድ በኦነግ ሠራዊት ተዘግቷል።,1,1,0,0,0,0
amh_05f4bf45a61359d5ad4634762bf4b6c5,ለክፉም፣ ለደጉም የወልቃይት ጠገዴ አርበኞች ዛሬም በተጠንቀቅ ናቸው። ጎንደሬው አማራ,0,0,0,0,0,0
amh_614bbc2f933db15aed8bc5ed0c988801,መድረሻ ያጣ ህዝብ ዛሬም ሌላ ግድያ እና ጭፍጨፋ መቼ ይሆን ወገኔ መሞት የሚያቆመው?,1,1,0,0,0,0
amh_d496874e098b0faf3d39bc5fea89166a,"አሸባሪውን የትህነግ ቡድን ከምድረ ገፅ ማጥፋት አለብን"" ብርጋዴር ጄኔራል ተፈራ ማሞ",0,1,0,1,0,1
amh_4cc89aac0fcb4a31d6cfea609a95b698,ነፍጠኛ ባቆማት አገር ላይ ሰፍረህ ነፍጠኛ ውጣ ማለት ድንበር ያለፈ ድፍረት ነው።,1,0,0,0,0,0
amh_6d7c392f1e6fb11a271282ffb4fc1ec1,የአማራነት ትርጉም ሲገባህ እንዲህ ነው። የምስራቅ አማራው ፋኖ አስገራሚ ታሪክ ነው!,0,0,0,0,0,0
amh_7dc6d0b55e41622f922d1ad890d18be4,አማራ ትጥቁን ከፈታ አብሮ ቀበቶውን ፈትቶ ከትጥቁ ጋር ያስረክብ - አቶ ገነነ ቦጋለ,0,0,0,1,0,0
amh_5478130cae771cf4070bb1f2b7d96ff2,የሱዳን ወታደራዊ ሙሉ መግለጫ ገንዘብ ፊርዓውን እና ባንዳ በሱዳን በኩል ዘምተውብናል,1,1,0,0,0,0
amh_451e78d08b8cbc2089885f43cd76b49b,መከላከያ በሱዳን የገቡትን ደመሰሰ ሰበር ዜና ! ከሸዋሮቢት ግንባር የአሁን መረጃወች,0,0,0,0,0,1
amh_96d3c759f0d5f0a9ce809586808aed70,ዋና የጁንታው መሪ ድንኩል ተገደ.ለ ሰበር ዜና ! ሁሉም ወደ ጦር ግንባር ተንቀሳቀሱ,1,0,0,1,0,1
amh_4870d4e76cc263a9f2416b3e1350cafb,ኢየሱስን ቤተ-መንግስት ይዞ የገባ ብቸኛው መሪ ቅዱሳን ሰይጣን ቅጥል ይበል ባርኳቸው,1,0,0,1,1,0
amh_0090a6776420325d2311cdbbdb4e51bd,የሀላባ ሴራ በዓል በአሜሪካ የበዓል ዝግጅት ዋና ኮሚቴው ወሳኝ መልዕክት አስተላልፏል,0,0,0,0,0,0
amh_5984878d9273aacebb54350aa28a0c32,"ፅንፈኛ ፋኖ ነው ያለችው? ""#ፅንፈኛ የምኒልክ ፋኖ!"" #ድልለፈኖ #ድልለኢትዮጵያ",1,1,0,1,0,0
amh_898b02edac5124cd4e2a3ce23294c74d,አለቅን በሰባራ ክላሽ ማለት ይሄኔ ነው ጀግናው ፋኖ ቴሌግራም ላይ በእዚህ ይቀላቀላሉ,1,0,0,0,0,0
amh_75f21987773c877158bb6e24f3ef6a8f,ቀጥታ-አማራ ቴሌቪዥን ድምፃችን ለነፃነታችን እና ሉዓላዊነታችን የሚካሄድ ሰላማዊ ሰልፍ,0,0,0,0,0,0
amh_740e7e19f87e4236fdcb9094f9d22b25,ሰበር ዜና የሕዝባዊ ወያኔ ሐርነት ትግራይ (ሕወሓት) እና ሸኔ በሽብርተኝነት ተሰየሙ።,1,0,0,0,1,1
amh_af524df57f6044632afacdceb579487a,አማራ ነኝ ስል ውቃቢ የራቀው ቆሌው የተገፈፈ ስንቱን አየሁት #አትሻብኝ አላህዋ :-D,0,1,0,0,0,0
amh_84f59bc30dbe9ac67606b3e062c5906a,#ትግራይ #TDF #ታጋይ #ሰምሃል_መለስ_ዜናዊ ከትግል ጓዶችዋ ጋር! ትግራይ ትስዕር!,0,0,0,0,0,0
amh_74802c1a002f6f8b2219f6f5b32fcc02,ወያኔ በፈለገው እርዳታ በፈለገው ኃይል . ማሸነፍ አይችልም ጠ/ሚ ዶ/ር ዐቢይ አሕመድ,1,0,0,1,0,1
amh_92e36692208d2f10752ab637ce4a0e8e,ከማንኛውም አማራ ኦሮሞ ብሎ ከሚያላዝኑ ፖለቲከኛና አክቲቪስት ጀርባ ያለው ጁንታ ነው።,1,1,0,0,1,1
amh_ffeeb2cbf807ecae66344fe121bf6afb,ከዘራፊውና አሸባሪው ወያኔ አገዛዝ በመውጣታችን ተደስተናል። የኮረም ከተማ ነዋሪዎች,1,1,0,0,0,0
amh_8311b3ae1fdf5a1d29d803b966a53c2f,እንደዚህች ሴት ጨካኝ ያድርጋችሁ ነብይ ጥላሁን በጣም ግሩም መልክት ስሙት ታተርፋላችሁ,1,1,0,0,0,0
amh_50c0198044fe0097d250f85cbc4e00f1,አማራ ባንክ ሸዋ ደብረብርሃን ቅርንጫፍ! ለበለጠ መረጃ ቴሌግራም ቻናላችንን ይከታተሉ!,0,0,0,0,0,0
amh_d089085599542bf0a6d3b15910adafce,ድምፃዊ ረጀቦ አብዶ #በአዲስ_ሥራ ከች ብሏል። ከበሸኖ የሀላባ ሴራ አከባበር የተወሰደ,0,0,0,0,0,0
amh_7220f28dce674cf68b05bde3f3823eea,#ሸኔ & #ጁንታ አማራን ከፋፍሎ #ፋኖን የማዳከም ስራ #አይሳካም የአማራ ሙስሊም ፋኖ,1,1,0,1,0,0
amh_cce01cf079e9c8fb6c027739933dabbf,መገን አማራ ሞኙ ተታላችሁ መልካም ነገር መሥሏቸው ከነልጆቻቸው ኡፍፍ አቤት ጭካኔ ጥግ,1,1,0,1,1,0
amh_9b4dfe083f9028f8130bb519aa098765,ይህም ለታሪክ ይቀመጥ መንግስት ይህንን ኦነግ ሸኔ የሚባል አሸባሪን ለፍርድ ያቅርብልን,1,1,0,1,0,0
amh_0a57bc0547fd2dc0df068674898fda88,ጠቅላይ ሚንስትር ዐቢይ አህመድ የሰሜን ኢትዮጵያ ጦርነትን አስመልክተው የሰጡት መግለጫ,0,0,0,0,0,0
amh_d802654f6e88f8e63714e605d9c3b259,ፋኖዎች ፋኖ አደባባይን ከኦህዴድ መዳፍ በክንዳቸው አስለቅቀው በእጃቸው ካስገቡ በኋላ!,0,0,0,0,1,0
amh_ca73eca44eafca13bc7d9d1fd4d0a77e,አማራ ራሱን ከብአዴን ነፃ ካላወጣ በስተቀር መቀለጃነቱ ይቀጥላል! - ማዕዛ መሐመድ,1,0,0,1,0,0
amh_77c3f34d98e0bfc36a6be975f58b3f35,የአልሲሲ ተባባሪ ሃገር ሻጭ ባንዳ በሃገራቸው ተስፋ የቆረጡ ተኩላዎች በደንብ እይዋቸው,0,1,1,1,0,0
amh_56ff9079d69c9e42372780944d0efcea,የመተማ ሰልጥ ነጋዴዎች ወርቁ አይተነው ጨምሮ የት ገቡ ? ተደመሰሱ እንዳትሉ ብቻ ፡፡,0,0,0,1,0,0
amh_0dd3f9b581433fa55d97b1be1251a1fb,በሰርጓ ቀን ሌላ የምታፈቅረውን ወንድ ለማግኘት ፕሮግራሙን አቋርጣ የወጣችው ገራሚ ሴት,0,0,0,0,0,0
amh_105ee0106470341832126b429030c3c6,ቤት ገብቻለሁ ሰላም እደሩ ጠዋት እንገናኝ ጠላት ብዙ ሊል ይችላል እኔ ግን አምሮብኛል,0,0,0,0,0,0
amh_0e6c2bb053017dd52fe55c8fbacf8f76,ሰቆጣ ወሎ (ቤተ አማራ) ፍቅር እና ደስታ ዝና ካማራችሁ እንደኛ ሰቆጣ በተወለዳችሁ !,0,0,0,0,0,0
amh_a798e1a62f20f882f1b31374044728a0,ኦነግ ሸኔን ከዚህ ያደረሰው፣ ለንፁሃን ጭፍጨፋ ተጠያቂው የኦሮሚያ ክልል አመራር ነው።,1,1,0,0,1,0
amh_9b9b5b0bab5612b8a0b304dc197c4943,የዚህ ልጅ ወንድምም ነገ በሀዘን እና ንዴት ጫካ ቢገባ አሸባሪ ነው የሚባለው አይደል?,1,0,0,0,1,0
amh_ab15d2f1c05a8de699d49870d5e7c549,አማራ ማለት . ታምራላችሁ ሰላም ለኢትዮጵያ ቻናሌን ሰብስክራብ በማድረግ ቤተሰብ ይሁኑ,0,0,0,0,0,0
amh_38066f3b17b210de934c018baad86614,የኢየሱስ ክርስቶስ የስቅለት በዓል በመቐለ በክርስትና እምነት ተከታዮች ዘንድ ተከበረ።,0,0,0,0,0,0
amh_3fe8f72bcc0b70f3edc6b48911ae741a,ኢትዮጵያን ከሽብርተኛና ወራሪ ለመጠበቅ የተከፈለ መስዋትነት! የሱማሌ ክልል ልዩ ሃይል,1,0,0,0,0,0
amh_54fc371f7a731f7e05089afd38c29800,አሜሪካ የድርድር ወሬ ከጀመረች ምን ምን ማለት ነው? TDF አብቅቶላታል። ወጥር አባዬ,0,0,0,1,0,1
amh_fe9e7419dad962c0d032fc07deae7923,#DY #ወፍጮ #ለተሻለ #የስራ ለውጥ #ንጹህ # እና ቀዝቃዛ ዱቄት በዲዋይ ወፍጮ ብቻ,0,0,0,0,0,0
amh_dd8899f241856014118b36f333c2d401,ስለሊንዳ እቅድ ምን ያስባሉ? ለመመልከት ሊንኩን ይጫኑ! #አቦልቲቪ #አቦል #የተገፉት,0,0,0,0,0,0
